0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
C,5,0.23541666666666572,0,60,0.24835164835164736,11,1.0
C,5,0.9479166666666714,0,60,1.000000000000005,5,1.0
A,5,0.2750000000000057,9,69,0.29010989010989613,11,1.0
A,5,0.6854166666666544,9,69,0.7230769230769101,6,1.0
G,5,0.7479166666666686,7,67,0.7890109890109911,6,1.0
F,5,0.23541666666666572,5,65,0.24835164835164736,11,1.0
G,5,0.71041666666666,7,67,0.7494505494505426,6,1.0
A,5,0.23541666666666572,9,69,0.24835164835164736,11,1.0
F,5,1.89791666666666,5,65,2.0021978021977955,2,1.0
A,3,0.4729166666666629,9,45,0.49890109890109496,8,1.0
B,3,0.23541666666666572,11,47,0.24835164835164736,11,1.0
C#,4,0.23541666666666572,1,49,0.24835164835164736,11,1.0
D,4,0.4729166666666629,2,50,0.49890109890109496,8,1.0
E,4,0.4729166666666629,4,52,0.49890109890109496,8,1.0
F,4,0.31458333333333144,5,53,0.33186813186812986,10,1.0
G,4,0.31458333333333144,7,55,0.33186813186812986,10,1.0
F,4,0.31458333333333144,5,53,0.33186813186812986,10,1.0
E,4,0.9479166666666714,4,52,1.000000000000005,5,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
G,4,0.23541666666666572,7,55,0.24835164835164736,11,1.0
F,4,0.23541666666666572,5,53,0.24835164835164736,11,1.0
E,4,0.4729166666666629,4,52,0.49890109890109496,8,1.0
A,3,0.4729166666666629,9,45,0.49890109890109496,8,1.0
F,4,0.31458333333333144,5,53,0.33186813186812986,10,1.0
G,4,0.31458333333333144,7,55,0.33186813186812986,10,1.0
F,4,0.31458333333333144,5,53,0.33186813186812986,10,1.0
D,4,0.9479166666666714,2,50,1.000000000000005,5,1.0
E,4,0.9479166666666714,4,52,1.000000000000005,5,1.0
E,4,0.71041666666666,4,52,0.7494505494505426,6,1.0
E,4,0.23541666666666572,4,52,0.24835164835164736,11,1.0
E,4,0.9479166666666714,4,52,1.000000000000005,5,1.0
C,5,0.2749999999999915,0,60,0.29010989010988114,11,1.0
C,5,0.6854166666666686,0,60,0.7230769230769252,6,1.0
B,4,0.7479166666666686,11,59,0.7890109890109911,6,1.0
A,4,0.23541666666666572,9,57,0.24835164835164736,11,1.0
B,4,0.71041666666666,11,59,0.7494505494505426,6,1.0
C,5,0.23541666666666572,0,60,0.24835164835164736,11,1.0
A,4,1.89791666666666,9,57,2.0021978021977955,2,1.0
A,4,0.9479166666666714,9,57,1.000000000000005,5,1.0
G#,4,0.4729166666666629,8,56,0.49890109890109496,8,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
C,5,1.4229166666666657,0,60,1.5010989010989002,3,1.0
B,4,0.4729166666666629,11,59,0.49890109890109496,8,1.0
B,3,0.71041666666666,11,47,0.7494505494505426,6,1.0
A,4,0.23541666666666572,9,57,0.24835164835164736,11,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
G#,4,0.4729166666666629,8,56,0.49890109890109496,8,1.0
B,4,1.4229166666666657,11,59,1.5010989010989002,3,1.0
E,4,0.31458333333333144,4,52,0.33186813186812986,10,1.0
F#,4,0.31458333333333144,6,54,0.33186813186812986,10,1.0
E,4,0.31458333333333144,4,52,0.33186813186812986,10,1.0
D#,4,0.4729166666666629,3,51,0.49890109890109496,8,1.0
C#,4,0.4729166666666629,1,49,0.49890109890109496,8,1.0
C#,4,1.4229166666666657,1,49,1.5010989010989002,3,1.0
B,3,0.4729166666666629,11,47,0.49890109890109496,8,1.0
B,3,0.71041666666666,11,47,0.7494505494505426,6,1.0
A,4,0.23541666666666572,9,57,0.24835164835164736,11,1.0
C#,4,0.71041666666666,1,49,0.7494505494505426,6,1.0
D#,4,0.23541666666666572,3,51,0.24835164835164736,11,1.0
E,4,0.4729166666666629,4,52,0.49890109890109496,8,1.0
E,5,0.23541666666666572,4,64,0.24835164835164736,11,1.0
G#,4,1.4229166666666515,8,56,1.501098901098885,3,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
B,4,3.7979166666666515,11,59,4.006593406593391,0,1.0
A,4,0.9479166666666572,9,57,0.99999999999999,5,1.0
B,4,3.7979166666666515,11,59,4.006593406593391,0,1.0
A,3,0.9479166666666572,9,45,0.99999999999999,5,1.0
B,3,3.7979166666666515,11,47,4.006593406593391,0,1.0
G#,3,1.4229166666666515,8,44,1.501098901098885,3,1.0
E,3,0.4729166666666629,4,40,0.49890109890109496,8,1.0
B,2,0.31458333333333144,11,35,0.33186813186812986,10,1.0
D#,3,0.31458333333333144,3,39,0.33186813186812986,10,1.0
G#,3,0.31458333333333144,8,44,0.33186813186812986,10,1.0
F#,3,0.9479166666666572,6,42,0.99999999999999,5,1.0
G#,4,0.31458333333333144,8,56,0.33186813186812986,10,1.0
E,4,0.31458333333333144,4,52,0.33186813186812986,10,1.0
G#,4,0.31458333333333144,8,56,0.33186813186812986,10,1.0
B,4,0.31458333333333144,11,59,0.33186813186812986,10,1.0
E,5,0.31458333333333144,4,64,0.33186813186812986,10,1.0
G#,5,0.31458333333333144,8,68,0.33186813186812986,10,1.0
E,6,1.8979166666666742,4,76,2.00219780219781,2,1.0
E,4,0.9479166666666572,4,52,0.99999999999999,5,1.0
E,5,1.8979166666666742,4,64,2.00219780219781,2,1.0
C,5,0.11666666666667425,0,60,0.12307692307693108,13,1.0
D,5,1.625,2,62,1.7142857142857144,3,1.0
E,5,0.11666666666667425,4,64,0.12307692307693108,13,1.0
D,5,0.27291666666667425,2,62,0.2879120879120959,11,1.0
F,5,0.11666666666667425,5,65,0.12307692307693108,13,1.0
E,5,1.8979166666666742,4,64,2.00219780219781,2,1.0
A,4,0.9479166666666572,9,57,0.99999999999999,5,1.0
A,5,0.9479166666666572,9,69,0.99999999999999,5,1.0
A,6,0.31458333333333144,9,81,0.33186813186812986,10,1.0
A#,6,0.31458333333333144,10,82,0.33186813186812986,10,1.0
G,6,0.31458333333333144,7,79,0.33186813186812986,10,1.0
F,6,0.31458333333333144,5,77,0.33186813186812986,10,1.0
E,6,0.31458333333333144,4,76,0.33186813186812986,10,1.0
D,6,0.31458333333333144,2,74,0.33186813186812986,10,1.0
C#,6,0.2354166666666515,1,73,0.24835164835163237,11,1.0
A#,5,0.2354166666666515,10,70,0.24835164835163237,11,1.0
A,5,0.15625,9,69,0.16483516483516483,12,1.0
G,5,0.15625,7,67,0.16483516483516483,12,1.0
F,5,0.15625,5,65,0.16483516483516483,12,1.0
E,5,0.15625,4,64,0.16483516483516483,12,1.0
D,5,0.15625,2,62,0.16483516483516483,12,1.0
C#,5,0.15625,1,61,0.16483516483516483,12,1.0
A#,4,0.15625,10,58,0.16483516483516483,12,1.0
A,4,0.15625,9,57,0.16483516483516483,12,1.0
G,4,0.15625,7,55,0.16483516483516483,12,1.0
F,4,1.8979166666666742,5,53,2.00219780219781,2,1.0
F,5,1.8979166666666742,5,65,2.00219780219781,2,1.0
E,5,1.8979166666666742,4,64,2.00219780219781,2,1.0
B,4,1.8979166666666742,11,59,2.00219780219781,2,1.0
C,5,0.9479166666666572,0,60,0.99999999999999,5,1.0
B,4,0.49791666666666856,11,59,0.5252747252747273,8,1.0
C,5,0.49791666666666856,0,60,0.5252747252747273,8,1.0
D,5,0.9479166666666572,2,62,0.99999999999999,5,1.0
A,4,0.9479166666666572,9,57,0.99999999999999,5,1.0
B,4,0.31458333333333144,11,59,0.33186813186812986,10,1.0
C,5,0.31458333333333144,0,60,0.33186813186812986,10,1.0
B,4,0.31458333333333144,11,59,0.33186813186812986,10,1.0
A#,4,0.31458333333333144,10,58,0.33186813186812986,10,1.0
B,4,0.31458333333333144,11,59,0.33186813186812986,10,1.0
C,5,0.31458333333333144,0,60,0.33186813186812986,10,1.0
D,5,0.15625,2,62,0.16483516483516483,12,1.0
E,5,0.15625,4,64,0.16483516483516483,12,1.0
F,5,0.15625,5,65,0.16483516483516483,12,1.0
F#,5,0.2354166666666515,6,66,0.24835164835163237,11,1.0
G,5,0.2354166666666515,7,67,0.24835164835163237,11,1.0
G#,5,0.15625,8,68,0.16483516483516483,12,1.0
A,5,0.15625,9,69,0.16483516483516483,12,1.0
A#,5,0.15625,10,70,0.16483516483516483,12,1.0
B,5,0.15625,11,71,0.16483516483516483,12,1.0
C,6,0.15625,0,72,0.16483516483516483,12,1.0
D,6,0.15625,2,74,0.16483516483516483,12,1.0
C,6,1.8979166666666742,0,72,2.00219780219781,2,1.0
B,5,0.9479166666666572,11,71,0.99999999999999,5,1.0
A,5,0.9479166666666572,9,69,0.99999999999999,5,1.0
G#,5,0.9479166666666572,8,68,0.99999999999999,5,1.0
F,5,0.9479166666666572,5,65,0.99999999999999,5,1.0
E,5,0.9479166666666572,4,64,0.99999999999999,5,1.0
B,4,0.9479166666666572,11,59,0.99999999999999,5,1.0
C,5,0.9479166666666572,0,60,0.99999999999999,5,1.0
D,5,0.4729166666666629,2,62,0.49890109890109496,8,1.0
E,5,0.4729166666666629,4,64,0.49890109890109496,8,1.0
D,5,0.9479166666666572,2,62,0.99999999999999,5,1.0
A,4,0.9479166666666572,9,57,0.99999999999999,5,1.0
A,4,0.12083333333333712,9,57,0.1274725274725315,13,1.0
B,4,0.12083333333333712,11,59,0.1274725274725315,13,1.0
B,4,1.7520833333333314,11,59,1.8483516483516464,2,1.0
B,4,1.9979166666666686,11,59,2.1076923076923095,2,1.0
A,4,1.8979166666666742,9,57,2.00219780219781,2,1.0
B,4,0.10208333333332575,11,59,0.1076923076922997,13,1.0
C,5,0.10208333333335418,0,60,0.10769230769232968,13,1.0
D,5,0.10208333333332575,2,62,0.1076923076922997,13,1.0
E,5,0.10208333333332575,4,64,0.1076923076922997,13,1.0
F,5,0.10208333333332575,5,65,0.1076923076922997,13,1.0
G,5,0.10208333333332575,7,67,0.1076923076922997,13,1.0
A,5,0.10208333333332575,9,69,0.1076923076922997,13,1.0
B,5,0.10208333333332575,11,71,0.1076923076922997,13,1.0
A,5,0.10208333333335418,9,69,0.10769230769232968,13,1.0
G,5,0.10208333333332575,7,67,0.1076923076922997,13,1.0
F,5,0.10208333333335418,5,65,0.10769230769232968,13,1.0
E,5,0.10208333333332575,4,64,0.1076923076922997,13,1.0
D,5,0.10208333333332575,2,62,0.1076923076922997,13,1.0
C,5,0.10208333333332575,0,60,0.1076923076922997,13,1.0
B,4,0.10208333333332575,11,59,0.1076923076922997,13,1.0
A,4,0.10208333333332575,9,57,0.1076923076922997,13,1.0
G,4,0.10208333333332575,7,55,0.1076923076922997,13,1.0
F,4,0.10208333333335418,5,53,0.10769230769232968,13,1.0
E,4,1.8979166666666742,4,52,2.00219780219781,2,1.0
F,4,0.04999999999998295,5,53,0.05274725274723476,13,1.0
G,4,0.04999999999998295,7,55,0.05274725274723476,13,1.0
A,4,0.04999999999998295,9,57,0.05274725274723476,13,1.0
B,4,0.05000000000001137,11,59,0.052747252747264745,13,1.0
C,5,0.05000000000001137,0,60,0.052747252747264745,13,1.0
D,5,0.05000000000001137,2,62,0.052747252747264745,13,1.0
E,5,0.04999999999998295,4,64,0.05274725274723476,13,1.0
F,5,0.04999999999998295,5,65,0.05274725274723476,13,1.0
G,5,0.05000000000001137,7,67,0.052747252747264745,13,1.0
A,5,0.05000000000001137,9,69,0.052747252747264745,13,1.0
B,5,0.05000000000001137,11,71,0.052747252747264745,13,1.0
C,6,0.05000000000001137,0,72,0.052747252747264745,13,1.0
D,6,0.04999999999998295,2,74,0.05274725274723476,13,1.0
E,6,0.04999999999998295,4,76,0.05274725274723476,13,1.0
F,6,0.05000000000001137,5,77,0.052747252747264745,13,1.0
G,6,0.05000000000001137,7,79,0.052747252747264745,13,1.0
A,6,0.05000000000001137,9,81,0.052747252747264745,13,1.0
B,6,0.05000000000001137,11,83,0.052747252747264745,13,1.0
A,6,0.04999999999998295,9,81,0.05274725274723476,13,1.0
G,6,0.04999999999998295,7,79,0.05274725274723476,13,1.0
F,6,0.05000000000001137,5,77,0.052747252747264745,13,1.0
E,6,0.05000000000001137,4,76,0.052747252747264745,13,1.0
D,6,0.05000000000001137,2,74,0.052747252747264745,13,1.0
C,6,0.05000000000001137,0,72,0.052747252747264745,13,1.0
B,5,0.04999999999998295,11,71,0.05274725274723476,13,1.0
A,5,0.04999999999998295,9,69,0.05274725274723476,13,1.0
G,5,0.05000000000001137,7,67,0.052747252747264745,13,1.0
F,5,0.05000000000001137,5,65,0.052747252747264745,13,1.0
E,5,0.05000000000001137,4,64,0.052747252747264745,13,1.0
D,5,0.04999999999998295,2,62,0.05274725274723476,13,1.0
C,5,0.04999999999998295,0,60,0.05274725274723476,13,1.0
B,4,0.04999999999998295,11,59,0.05274725274723476,13,1.0
A,4,0.05000000000001137,9,57,0.052747252747264745,13,1.0
G,4,0.05000000000001137,7,55,0.052747252747264745,13,1.0
F,4,0.05000000000001137,5,53,0.052747252747264745,13,1.0
E,4,1.8979166666666742,4,52,2.00219780219781,2,1.0
F,4,0.16874999999998863,5,53,0.17802197802196604,12,1.0
G,4,0.16874999999998863,7,55,0.17802197802196604,12,1.0
A,4,0.16874999999998863,9,57,0.17802197802196604,12,1.0
B,4,0.16875000000001705,11,59,0.178021978021996,12,1.0
C,5,0.16875000000001705,0,60,0.178021978021996,12,1.0
D,5,0.16874999999998863,2,62,0.17802197802196604,12,1.0
C,5,0.16874999999998863,0,60,0.17802197802196604,12,1.0
B,4,0.16874999999998863,11,59,0.17802197802196604,12,1.0
A,4,0.16875000000001705,9,57,0.178021978021996,12,1.0
G,4,0.16875000000001705,7,55,0.178021978021996,12,1.0
F,4,0.16874999999998863,5,53,0.17802197802196604,12,1.0
E,4,1.8979166666666742,4,52,2.00219780219781,2,1.0
F,4,0.14374999999998295,5,53,0.15164835164833368,12,1.0
G,4,0.14374999999998295,7,55,0.15164835164833368,12,1.0
A,4,0.14374999999998295,9,57,0.15164835164833368,12,1.0
B,4,0.14374999999998295,11,59,0.15164835164833368,12,1.0
C,5,0.14374999999998295,0,60,0.15164835164833368,12,1.0
D,5,0.14375000000001137,2,62,0.15164835164836363,12,1.0
E,5,0.14375000000001137,4,64,0.15164835164836363,12,1.0
D,5,0.14375000000001137,2,62,0.15164835164836363,12,1.0
C,5,0.14375000000001137,0,60,0.15164835164836363,12,1.0
B,4,0.14375000000001137,11,59,0.15164835164836363,12,1.0
A,4,0.14375000000001137,9,57,0.15164835164836363,12,1.0
G,4,0.14375000000001137,7,55,0.15164835164836363,12,1.0
F,4,0.14375000000001137,5,53,0.15164835164836363,12,1.0
E,4,7.597916666666663,4,52,8.015384615384612,0,1.0
E,4,1.4229166666666515,4,52,1.501098901098885,3,1.0
A,4,0.4729166666666629,9,57,0.49890109890109496,8,1.0
C#,5,0.4729166666666629,1,61,0.49890109890109496,8,1.0
E,5,0.4729166666666629,4,64,0.49890109890109496,8,1.0
A,5,0.4729166666666629,9,69,0.49890109890109496,8,1.0
C#,6,0.4729166666666629,1,73,0.49890109890109496,8,1.0
A,6,3.7979166666666515,9,81,4.006593406593391,0,1.0
