0:note,1:octave,2:duration (s),3:principal value,4:absolute value,5:canonical duration (s),6:canonical time value label,7:weight
D#,5,0.43320490833333025,3,63,0.49835345773874506,8,1.0
E,5,0.43320490833333025,4,64,0.49835345773874506,8,1.0
E,5,0.05343496666667136,4,64,0.061470911086723284,13,1.0
F,5,0.05343496666667136,5,65,0.061470911086723284,13,1.0
E,5,0.05343496666666425,4,64,0.0614709110867151,13,1.0
D#,5,0.05343496666666425,3,63,0.0614709110867151,13,1.0
E,5,0.05343496666666425,4,64,0.0614709110867151,13,1.0
A,5,0.3244265833333344,9,69,0.3732162458836455,9,1.0
G,5,0.21564825833333146,7,67,0.24807903402853787,11,1.0
G,5,0.43320490833333025,7,67,0.49835345773874506,8,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.5114489666666628,4,64,0.5883644346871525,7,1.0
D#,5,0.43320490833333736,3,63,0.4983534577387532,8,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
F#,5,0.8683182083333278,6,66,0.9989023051591593,5,1.0
G,5,0.43320490833333025,7,67,0.49835345773874506,8,1.0
G,5,0.05343496666667136,7,67,0.061470911086723284,13,1.0
A,5,0.05343496666666425,9,69,0.0614709110867151,13,1.0
G,5,0.05343496666666425,7,67,0.0614709110867151,13,1.0
F#,5,0.05343496666666425,6,66,0.0614709110867151,13,1.0
G,5,0.05343496666666425,7,67,0.0614709110867151,13,1.0
C,6,0.3244265833333344,0,72,0.3732162458836455,9,1.0
B,5,0.21564825833333146,11,71,0.24807903402853787,11,1.0
B,5,0.43320490833333025,11,71,0.49835345773874506,8,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
G,5,0.51144896666667,7,67,0.5883644346871607,7,1.0
F#,5,0.43320490833333736,6,66,0.4983534577387532,8,1.0
G,5,0.8683182083333278,7,67,0.9989023051591593,5,1.0
A,5,0.6507615583333362,9,69,0.7486278814489604,6,1.0
G,5,0.21564825833333146,7,67,0.24807903402853787,11,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
C,5,0.650761558333329,0,60,0.7486278814489521,6,1.0
D,5,0.21564825833333146,2,62,0.24807903402853787,11,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,5,0.45610560833333835,4,64,0.5246981339187763,8,1.0
F,5,0.43320490833333025,5,65,0.49835345773874506,8,1.0
E,5,0.21564825833333856,4,64,0.24807903402854603,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
A,4,0.6507615583333362,9,57,0.7486278814489604,6,1.0
B,4,0.21564825833333146,11,59,0.24807903402853787,11,1.0
C,5,0.868318208333335,0,60,0.9989023051591676,5,1.0
B,4,0.6507615583333362,11,59,0.7486278814489604,6,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
D,5,0.8683182083333278,2,62,0.9989023051591593,5,1.0
D,5,0.03435104999999794,2,62,0.03951701427003056,13,1.0
E,5,0.03435104999999794,4,64,0.03951701427003056,13,1.0
D,5,0.034351050000005046,2,62,0.03951701427003873,13,1.0
C#,5,0.10686993333333561,1,61,0.12294182217343838,13,1.0
D,5,0.21564825833333146,2,62,0.24807903402853787,11,1.0
E,5,0.10686993333333561,4,64,0.12294182217343838,13,1.0
G,5,0.11259510833333763,7,67,0.12952799121844621,13,1.0
F,5,0.21564825833333146,5,65,0.24807903402853787,11,1.0
E,5,1.3034315083333325,4,64,1.4994511525795817,3,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.2881671416666691,4,64,0.3315038419319457,10,1.0
E,5,0.2881671416666691,4,64,0.3315038419319457,10,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D,5,0.6507615583333362,2,62,0.7486278814489604,6,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
B,4,0.07251888333333056,11,59,0.08342480790339966,13,1.0
C,5,0.07251888333333056,0,60,0.08342480790339966,13,1.0
D,5,0.07251888333333767,2,62,0.08342480790340784,13,1.0
C,5,0.21564825833333856,0,60,0.24807903402854603,11,1.0
B,4,0.43320490833333025,11,59,0.49835345773874506,8,1.0
C,5,0.43320490833333025,0,60,0.49835345773874506,8,1.0
C,5,0.07442727500000501,0,60,0.08562019758507709,13,1.0
D,5,0.07442727500000501,2,62,0.08562019758507709,13,1.0
C,5,0.1431293750000009,0,60,0.16465422612513822,12,1.0
B,4,0.28816714166667623,11,59,0.33150384193195387,10,1.0
A,4,0.288167141666662,9,57,0.3315038419319375,10,1.0
G#,4,0.868318208333335,8,56,0.9989023051591676,5,1.0
A,4,0.8683182083333207,9,57,0.9989023051591511,5,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
C,5,0.43320490833333736,0,60,0.4983534577387532,8,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D,5,0.05343496666667136,2,62,0.061470911086723284,13,1.0
D,5,0.05343496666667136,2,62,0.061470911086723284,13,1.0
E,5,0.05343496666667136,4,64,0.061470911086723284,13,1.0
D,5,0.05343496666667136,2,62,0.061470911086723284,13,1.0
C#,5,0.05343496666667136,1,61,0.061470911086723284,13,1.0
D,5,0.05343496666665715,2,62,0.06147091108670693,13,1.0
E,5,0.3244265833333344,4,64,0.3732162458836455,9,1.0
F,5,0.21564825833333146,5,65,0.24807903402853787,11,1.0
B,4,0.868318208333335,11,59,0.9989023051591676,5,1.0
B,5,1.3034315083333325,11,71,1.4994511525795817,3,1.0
A,5,0.43320490833333736,9,69,0.4983534577387532,8,1.0
A,5,0.288167141666662,9,69,0.3315038419319375,10,1.0
G,5,0.28816714166667623,7,67,0.33150384193195387,10,1.0
F,5,0.288167141666662,5,65,0.3315038419319375,10,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,4,0.45610560833333125,4,52,0.5246981339187681,8,1.0
E,5,0.28816714166667623,4,64,0.33150384193195387,10,1.0
D,5,0.288167141666662,2,62,0.3315038419319375,10,1.0
C,5,0.28816714166667623,0,60,0.33150384193195387,10,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
B,4,0.43320490833333736,11,59,0.4983534577387532,8,1.0
C,4,0.07251888333333056,0,48,0.08342480790339966,13,1.0
E,4,0.07251888333333056,4,52,0.08342480790339966,13,1.0
A,4,0.07251888333333056,9,57,0.08342480790339966,13,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
C,5,0.07442727500000501,0,60,0.08562019758507709,13,1.0
D,5,0.07442727500000501,2,62,0.08562019758507709,13,1.0
C,5,0.1431293750000009,0,60,0.16465422612513822,12,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.288167141666662,9,57,0.3315038419319375,10,1.0
G#,4,0.868318208333335,8,56,0.9989023051591676,5,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.650761558333329,11,59,0.7486278814489521,6,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
A,4,1.3034315083333325,9,57,1.4994511525795817,3,1.0
C,4,0.868318208333335,0,48,0.9989023051591676,5,1.0
A,4,0.43320490833333736,9,57,0.4983534577387532,8,1.0
A,4,0.11068671666666319,9,57,0.12733260153676876,13,1.0
B,4,0.11068671666666319,11,59,0.12733260153676876,13,1.0
B,4,0.868318208333335,11,59,0.9989023051591676,5,1.0
A,4,0.45610560833333125,9,57,0.5246981339187681,8,1.0
B,4,0.45610560833333125,11,59,0.5246981339187681,8,1.0
C,5,0.868318208333335,0,60,0.9989023051591676,5,1.0
C#,5,0.8683182083333207,1,61,0.9989023051591511,5,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D#,5,0.43320490833332315,3,63,0.4983534577387368,8,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,5,0.06679370833333564,4,64,0.0768386388584,13,1.0
F,5,0.06679370833332143,5,65,0.07683863885838367,13,1.0
E,5,0.06679370833333564,4,64,0.0768386388584,13,1.0
D#,5,0.06679370833333564,3,63,0.0768386388584,13,1.0
A,5,0.3244265833333344,9,69,0.3732162458836455,9,1.0
G,5,0.21564825833333146,7,67,0.24807903402853787,11,1.0
G,5,0.43320490833332315,7,67,0.4983534577387368,8,1.0
E,5,0.5248077083333413,4,64,0.6037321624588455,7,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D#,5,0.43320490833333736,3,63,0.4983534577387532,8,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
F#,5,0.8683182083333207,6,66,0.9989023051591511,5,1.0
G,5,0.43320490833332315,7,67,0.4983534577387368,8,1.0
G,5,0.05343496666667136,7,67,0.061470911086723284,13,1.0
A,5,0.05343496666667136,9,69,0.061470911086723284,13,1.0
G,5,0.05343496666665715,7,67,0.06147091108670693,13,1.0
F#,5,0.05343496666667136,6,66,0.061470911086723284,13,1.0
G,5,0.05343496666665715,7,67,0.06147091108670693,13,1.0
C,6,0.3244265833333344,0,72,0.3732162458836455,9,1.0
B,5,0.21564825833333146,11,71,0.24807903402853787,11,1.0
B,5,0.43320490833333736,11,71,0.4983534577387532,8,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
G,5,0.5114489666666628,7,67,0.5883644346871525,7,1.0
F#,5,0.43320490833333736,6,66,0.4983534577387532,8,1.0
G,5,0.8683182083333207,7,67,0.9989023051591511,5,1.0
A,5,0.650761558333329,9,69,0.7486278814489521,6,1.0
G,5,0.21564825833333146,7,67,0.24807903402853787,11,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
C,5,0.650761558333329,0,60,0.7486278814489521,6,1.0
D,5,0.21564825833333146,2,62,0.24807903402853787,11,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,5,0.45610560833333125,4,64,0.5246981339187681,8,1.0
F,5,0.43320490833332315,5,65,0.4983534577387368,8,1.0
E,5,0.21564825833334567,4,64,0.24807903402855422,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
A,4,0.650761558333329,9,57,0.7486278814489521,6,1.0
B,4,0.21564825833333146,11,59,0.24807903402853787,11,1.0
C,5,0.868318208333335,0,60,0.9989023051591676,5,1.0
B,4,0.6507615583333433,11,59,0.7486278814489685,6,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
D,5,0.8683182083333207,2,62,0.9989023051591511,5,1.0
D,5,0.01717552499999897,2,62,0.01975850713501528,13,1.0
D,5,0.01717552499999897,2,62,0.01975850713501528,13,1.0
E,5,0.01717552499999897,4,64,0.01975850713501528,13,1.0
D,5,0.01717552499999897,2,62,0.01975850713501528,13,1.0
C#,5,0.07061049166667033,1,61,0.08122941822173856,13,1.0
D,5,0.1431293750000009,2,62,0.16465422612513822,12,1.0
D#,5,0.1431293750000009,3,63,0.16465422612513822,12,1.0
E,5,0.1431293750000009,4,64,0.16465422612513822,12,1.0
G,5,0.1431293750000009,7,67,0.16465422612513822,12,1.0
F,5,0.1431293750000009,5,65,0.16465422612513822,12,1.0
E,5,1.3034315083333325,4,64,1.4994511525795817,3,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
E,5,0.43320490833333736,4,64,0.4983534577387532,8,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.28816714166667623,4,64,0.33150384193195387,10,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D,5,0.650761558333329,2,62,0.7486278814489521,6,1.0
C,5,0.21564825833333146,0,60,0.24807903402853787,11,1.0
B,4,0.07251888333333056,11,59,0.08342480790339966,13,1.0
C,5,0.07251888333333056,0,60,0.08342480790339966,13,1.0
D,5,0.07251888333333056,2,62,0.08342480790339966,13,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
C,5,0.43320490833333736,0,60,0.4983534577387532,8,1.0
C,5,0.0744272749999908,0,60,0.08562019758506076,13,1.0
D,5,0.07442727500000501,2,62,0.08562019758507709,13,1.0
C,5,0.1431293750000009,0,60,0.16465422612513822,12,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.288167141666662,9,57,0.3315038419319375,10,1.0
G#,4,0.868318208333335,8,56,0.9989023051591676,5,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.650761558333329,11,59,0.7486278814489521,6,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
D,5,0.8683182083333207,2,62,0.9989023051591511,5,1.0
E,5,0.650761558333329,4,64,0.7486278814489521,6,1.0
F,5,0.21564825833334567,5,65,0.24807903402855422,11,1.0
F,5,0.43320490833332315,5,65,0.4983534577387368,8,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
B,5,0.5076321833333566,11,71,0.5839736553238467,7,1.0
A#,5,0.07251888333331635,10,70,0.0834248079033833,13,1.0
A,5,0.07251888333331635,9,69,0.0834248079033833,13,1.0
G#,5,0.21564825833331724,8,68,0.24807903402852152,11,1.0
G,5,0.07251888333334477,7,67,0.08342480790341601,13,1.0
F#,5,0.07251888333334477,6,66,0.08342480790341601,13,1.0
F,5,0.07251888333334477,5,65,0.08342480790341601,13,1.0
D,5,0.21564825833334567,2,62,0.24807903402855422,11,1.0
B,4,0.07251888333334477,11,59,0.08342480790341601,13,1.0
G#,4,0.07251888333334477,8,56,0.08342480790341601,13,1.0
F#,4,0.07251888333334477,6,54,0.08342480790341601,13,1.0
G,4,0.21564825833331724,7,55,0.24807903402852152,11,1.0
A,4,0.07251888333331635,9,57,0.0834248079033833,13,1.0
B,4,0.07251888333331635,11,59,0.0834248079033833,13,1.0
C,5,0.07251888333331635,0,60,0.0834248079033833,13,1.0
D,5,0.21564825833331724,2,62,0.24807903402852152,11,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D#,4,0.036259441666658176,3,51,0.04171240395169165,13,1.0
E,4,0.036259441666658176,4,52,0.04171240395169165,13,1.0
G,4,0.036259441666658176,7,55,0.04171240395169165,13,1.0
C,5,0.036259441666658176,0,60,0.04171240395169165,13,1.0
E,5,0.1431293750000009,4,64,0.16465422612513822,12,1.0
D,5,0.288167141666662,2,62,0.3315038419319375,10,1.0
C,5,0.288167141666662,0,60,0.3315038419319375,10,1.0
D,4,0.07251888333334477,2,50,0.08342480790341601,13,1.0
E,4,0.07251888333334477,4,52,0.08342480790341601,13,1.0
G#,4,0.07251888333334477,8,56,0.08342480790341601,13,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
B,4,0.43320490833335157,11,59,0.49835345773876955,8,1.0
C,4,0.14885455000001002,0,48,0.17124039517015419,12,1.0
E,4,0.14885455000001002,4,52,0.17124039517015419,12,1.0
A,4,0.14885455000001002,9,57,0.17124039517015419,12,1.0
C,5,0.7232804416666454,0,60,0.8320526893523356,6,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.28816714166669044,9,57,0.3315038419319702,10,1.0
G#,4,1.7385448083333301,8,56,1.999999999999996,2,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.6507615583333575,11,59,0.748627881448985,6,1.0
C,5,0.21564825833331724,0,60,0.24807903402852152,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
A,4,1.7385448083333301,9,57,1.999999999999996,2,1.0
E,4,3.4789980083333205,4,52,4.002195389681654,0,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D,5,0.43320490833332315,2,62,0.4983534577387368,8,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
B,4,0.07251888333334477,11,59,0.08342480790341601,13,1.0
C,5,0.07251888333334477,0,60,0.08342480790341601,13,1.0
D,5,0.07251888333334477,2,62,0.08342480790341601,13,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
B,4,0.43320490833335157,11,59,0.49835345773876955,8,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
C,5,0.288167141666662,0,60,0.3315038419319375,10,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.28816714166669044,9,57,0.3315038419319702,10,1.0
G#,4,1.7385448083333301,8,56,1.999999999999996,2,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.43320490833335157,11,59,0.49835345773876955,8,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.43320490833332315,4,64,0.4983534577387368,8,1.0
F,5,0.43320490833332315,5,65,0.4983534577387368,8,1.0
B,4,2.391214758333348,11,59,2.750823271130642,1,1.0
A,5,0.21564825833331724,9,69,0.24807903402852152,11,1.0
A,5,0.288167141666662,9,69,0.3315038419319375,10,1.0
G,5,0.288167141666662,7,67,0.3315038419319375,10,1.0
F,5,0.28816714166669044,5,65,0.3315038419319702,10,1.0
E,5,0.43320490833332315,4,64,0.4983534577387368,8,1.0
E,4,0.45610560833333125,4,52,0.5246981339187681,8,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
D,5,0.28816714166669044,2,62,0.3315038419319702,10,1.0
C,5,0.288167141666662,0,60,0.3315038419319375,10,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
C,4,0.07251888333334477,0,48,0.08342480790341601,13,1.0
E,4,0.07251888333331635,4,52,0.0834248079033833,13,1.0
A,4,0.07251888333331635,9,57,0.0834248079033833,13,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
C,5,0.07442727499997659,0,60,0.0856201975850444,13,1.0
D,5,0.07442727499997659,2,62,0.0856201975850444,13,1.0
C,5,0.1431293750000009,0,60,0.16465422612513822,12,1.0
B,4,0.288167141666662,11,59,0.3315038419319375,10,1.0
A,4,0.288167141666662,9,57,0.3315038419319375,10,1.0
G#,4,0.868318208333335,8,56,0.9989023051591676,5,1.0
A,4,0.868318208333335,9,57,0.9989023051591676,5,1.0
B,4,0.650761558333329,11,59,0.7486278814489521,6,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
A,4,1.3034315083333183,9,57,1.4994511525795653,3,1.0
A,4,0.43320490833332315,9,57,0.4983534577387368,8,1.0
A,4,0.11068671666666319,9,57,0.12733260153676876,13,1.0
B,4,0.11068671666666319,11,59,0.12733260153676876,13,1.0
B,4,0.868318208333335,11,59,0.9989023051591676,5,1.0
A,4,0.45610560833333125,9,57,0.5246981339187681,8,1.0
B,4,0.45610560833333125,11,59,0.5246981339187681,8,1.0
C,5,0.868318208333335,0,60,0.9989023051591676,5,1.0
C#,5,0.868318208333335,1,61,0.9989023051591676,5,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D#,5,0.43320490833335157,3,63,0.49835345773876955,8,1.0
E,5,0.43320490833332315,4,64,0.4983534577387368,8,1.0
E,5,0.05343496666668557,4,64,0.061470911086739626,13,1.0
F,5,0.05343496666665715,5,65,0.06147091108670693,13,1.0
E,5,0.05343496666665715,4,64,0.06147091108670693,13,1.0
D#,5,0.05343496666668557,3,63,0.061470911086739626,13,1.0
E,5,0.05343496666665715,4,64,0.06147091108670693,13,1.0
A,5,0.3244265833333202,9,69,0.37321624588362917,9,1.0
G,5,0.21564825833331724,7,67,0.24807903402852152,11,1.0
G,5,0.43320490833332315,7,67,0.4983534577387368,8,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
E,5,0.511448966666677,4,64,0.5883644346871688,7,1.0
D#,5,0.43320490833332315,3,63,0.4983534577387368,8,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
F#,5,0.868318208333335,6,66,0.9989023051591676,5,1.0
G,5,0.43320490833335157,7,67,0.49835345773876955,8,1.0
G,5,0.05343496666665715,7,67,0.06147091108670693,13,1.0
A,5,0.05343496666665715,9,69,0.06147091108670693,13,1.0
G,5,0.05343496666668557,7,67,0.061470911086739626,13,1.0
F#,5,0.05343496666665715,6,66,0.06147091108670693,13,1.0
G,5,0.05343496666665715,7,67,0.06147091108670693,13,1.0
C,6,0.3244265833333202,0,72,0.37321624588362917,9,1.0
B,5,0.21564825833334567,11,71,0.24807903402855422,11,1.0
B,5,0.43320490833332315,11,71,0.4983534577387368,8,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
G,5,0.511448966666677,7,67,0.5883644346871688,7,1.0
F#,5,0.43320490833335157,6,66,0.49835345773876955,8,1.0
G,5,0.868318208333335,7,67,0.9989023051591676,5,1.0
A,5,0.6507615583333575,9,69,0.748627881448985,6,1.0
G,5,0.21564825833331724,7,67,0.24807903402852152,11,1.0
F,5,0.868318208333335,5,65,0.9989023051591676,5,1.0
C,5,0.650761558333329,0,60,0.7486278814489521,6,1.0
D,5,0.21564825833334567,2,62,0.24807903402855422,11,1.0
E,5,0.43320490833335157,4,64,0.49835345773876955,8,1.0
E,5,0.45610560833335967,4,64,0.5246981339188008,8,1.0
F,5,0.43320490833332315,5,65,0.4983534577387368,8,1.0
E,5,0.21564825833334567,4,64,0.24807903402855422,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
A,4,0.650761558333329,9,57,0.7486278814489521,6,1.0
B,4,0.21564825833334567,11,59,0.24807903402855422,11,1.0
C,5,0.868318208333335,0,60,0.9989023051591676,5,1.0
B,4,0.650761558333329,11,59,0.7486278814489521,6,1.0
C,5,0.21564825833331724,0,60,0.24807903402852152,11,1.0
D,5,0.868318208333335,2,62,0.9989023051591676,5,1.0
D,5,0.03435104999999794,2,62,0.03951701427003056,13,1.0
E,5,0.03435104999999794,4,64,0.03951701427003056,13,1.0
D,5,0.03435104999999794,2,62,0.03951701427003056,13,1.0
C#,5,0.10686993333334271,1,61,0.12294182217344657,13,1.0
D,5,0.21564825833331724,2,62,0.24807903402852152,11,1.0
E,5,0.1068699333333143,4,64,0.12294182217341386,13,1.0
G,5,0.11259510833335185,7,67,0.12952799121846253,13,1.0
F,5,0.21564825833331724,5,65,0.24807903402852152,11,1.0
E,5,1.3034315083333183,4,64,1.4994511525795653,3,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
E,5,0.43320490833335157,4,64,0.49835345773876955,8,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.288167141666662,4,64,0.3315038419319375,10,1.0
E,5,0.868318208333335,4,64,0.9989023051591676,5,1.0
D,5,0.650761558333329,2,62,0.7486278814489521,6,1.0
C,5,0.21564825833334567,0,60,0.24807903402855422,11,1.0
B,4,0.07251888333331635,11,59,0.0834248079033833,13,1.0
C,5,0.07251888333334477,0,60,0.08342480790341601,13,1.0
D,5,0.07251888333334477,2,62,0.08342480790341601,13,1.0
C,5,0.21564825833331724,0,60,0.24807903402852152,11,1.0
B,4,0.43320490833332315,11,59,0.4983534577387368,8,1.0
C,5,0.43320490833332315,0,60,0.4983534577387368,8,1.0
C,5,0.07442727500000501,0,60,0.08562019758507709,13,1.0
D,5,0.07442727500000501,2,62,0.08562019758507709,13,1.0
